,auto_id,ID,Date,Company,Title,Location,Link
10885,482,GVlz85K9qn/iOczM6V1qig==,2021-10-22,TechFetch.com - On Demand Tech Workforce hiring platform,Contract position // ETL SSIS Developer,"Irvine, CA",https://www.linkedin.com/jobs/view/contract-position-etl-ssis-developer-at-techfetch-com-on-demand-tech-workforce-hiring-platform-2769692599?refId=o%2F4Eu%2FGzG5N%2BpW2vp2%2FsTA%3D%3D&trackingId=GVlz85K9qn%2FiOczM6V1qig%3D%3D&position=8&pageNum=19&trk=public_jobs_jserp-result_search-card
10886,483,hEh9Lz8vE4FlnZInuOT5+A==,2021-10-31,Intellibus,SQL Developer — Oracle PL,"Manhattan, NY",https://www.linkedin.com/jobs/view/sql-developer-%E2%80%94-oracle-pl-at-intellibus-2780459191?refId=o%2F4Eu%2FGzG5N%2BpW2vp2%2FsTA%3D%3D&trackingId=hEh9Lz8vE4FlnZInuOT5%2BA%3D%3D&position=9&pageNum=19&trk=public_jobs_jserp-result_search-card
10887,484,r+kyZszzw7fPxOsqebgTQA==,2021-10-22,KPMG Global Services (KGS),Azure SQL,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/azure-sql-at-kpmg-global-services-kgs-2769845477?refId=o%2F4Eu%2FGzG5N%2BpW2vp2%2FsTA%3D%3D&trackingId=r%2BkyZszzw7fPxOsqebgTQA%3D%3D&position=10&pageNum=19&trk=public_jobs_jserp-result_search-card
10889,486,+qi/yrL7eWGbzRhg1ZmoVQ==,2021-10-18,IZERTIS,Consultor/a Power BI con SSIS,Spain,https://es.linkedin.com/jobs/view/consultor-a-power-bi-con-ssis-at-izertis-2757936189?refId=o%2F4Eu%2FGzG5N%2BpW2vp2%2FsTA%3D%3D&trackingId=%2Bqi%2FyrL7eWGbzRhg1ZmoVQ%3D%3D&position=12&pageNum=19&trk=public_jobs_jserp-result_search-card
10893,490,ah/gCJD8xSvb6OUBYokvYg==,2021-10-28,Arizona State University,Database Analyst Sr (IT),"Scottsdale, AZ",https://www.linkedin.com/jobs/view/database-analyst-sr-it-at-arizona-state-university-2769711420?refId=o%2F4Eu%2FGzG5N%2BpW2vp2%2FsTA%3D%3D&trackingId=ah%2FgCJD8xSvb6OUBYokvYg%3D%3D&position=16&pageNum=19&trk=public_jobs_jserp-result_search-card
10894,491,LqfyQRkKO0CVbeW+zL130Q==,2021-11-01,The Brattle Group,Senior Applications & Database Developer,"Boston, MA",https://www.linkedin.com/jobs/view/senior-applications-database-developer-at-the-brattle-group-2779329785?refId=o%2F4Eu%2FGzG5N%2BpW2vp2%2FsTA%3D%3D&trackingId=LqfyQRkKO0CVbeW%2BzL130Q%3D%3D&position=17&pageNum=19&trk=public_jobs_jserp-result_search-card
10895,492,ndjKn2vLTeDzSmkp7bDWcQ==,2021-10-31,Datacom,Data & Analytics Power BI Developer,"Wellington, Wellington Region, New Zealand",https://nz.linkedin.com/jobs/view/data-analytics-power-bi-developer-at-datacom-2773722103?refId=o%2F4Eu%2FGzG5N%2BpW2vp2%2FsTA%3D%3D&trackingId=ndjKn2vLTeDzSmkp7bDWcQ%3D%3D&position=18&pageNum=19&trk=public_jobs_jserp-result_search-card
10897,494,rrcWNB678dzG7WZDXM/TFA==,2021-10-29,Zachary Piper Solutions,Jr. PowerBI Developer - REMOTE,United States,https://www.linkedin.com/jobs/view/jr-powerbi-developer-remote-at-zachary-piper-solutions-2780066358?refId=o%2F4Eu%2FGzG5N%2BpW2vp2%2FsTA%3D%3D&trackingId=rrcWNB678dzG7WZDXM%2FTFA%3D%3D&position=20&pageNum=19&trk=public_jobs_jserp-result_search-card
10898,495,VdQyz9kwW6TYhE8kt+daVA==,2021-10-11,Hastha Solutions,SQL Developers - Permanent - Sydney,"Sydney, New South Wales, Australia",https://au.linkedin.com/jobs/view/sql-developers-permanent-sydney-at-hastha-solutions-2752461185?refId=o%2F4Eu%2FGzG5N%2BpW2vp2%2FsTA%3D%3D&trackingId=VdQyz9kwW6TYhE8kt%2BdaVA%3D%3D&position=21&pageNum=19&trk=public_jobs_jserp-result_search-card
10900,497,bWuGCB8NGOBjr3tldAW1xA==,2021-10-26,Lantmännen,BI developer,"Stockholm City, Stockholm County, Sweden",https://se.linkedin.com/jobs/view/bi-developer-at-lantm%C3%A4nnen-2774387650?refId=o%2F4Eu%2FGzG5N%2BpW2vp2%2FsTA%3D%3D&trackingId=bWuGCB8NGOBjr3tldAW1xA%3D%3D&position=23&pageNum=19&trk=public_jobs_jserp-result_search-card
10901,498,gr8aLadOBVQNICLcFwOGOA==,2021-10-31,Local Government Federal Credit Union,Data Integration Developer I,"Raleigh, NC",https://www.linkedin.com/jobs/view/data-integration-developer-i-at-local-government-federal-credit-union-2780286520?refId=o%2F4Eu%2FGzG5N%2BpW2vp2%2FsTA%3D%3D&trackingId=gr8aLadOBVQNICLcFwOGOA%3D%3D&position=24&pageNum=19&trk=public_jobs_jserp-result_search-card
10902,499,XGrsYDSEIyR80bXCKKxjwA==,2021-10-19,T&M Consulting,Desarrollador SSIS (SQL Server),Mexico,https://mx.linkedin.com/jobs/view/desarrollador-ssis-sql-server-at-t-m-consulting-2755993867?refId=o%2F4Eu%2FGzG5N%2BpW2vp2%2FsTA%3D%3D&trackingId=XGrsYDSEIyR80bXCKKxjwA%3D%3D&position=25&pageNum=19&trk=public_jobs_jserp-result_search-card
10904,501,n/ofs/gHcZMjWNbWmj22tw==,2021-10-20,T-Mobile,Sr Data Engineer,"Bellevue, WA",https://www.linkedin.com/jobs/view/sr-data-engineer-at-t-mobile-2773707861?refId=y%2FQ9CVfESNGH44%2Fjua6YKA%3D%3D&trackingId=n%2Fofs%2FgHcZMjWNbWmj22tw%3D%3D&position=2&pageNum=20&trk=public_jobs_jserp-result_search-card
10906,503,IsV1tojOcQfEVvOgy3sBxA==,2021-10-26,Dell Technologies,Data Engineering Senior Advisor,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/data-engineering-senior-advisor-at-dell-technologies-2768861361?refId=y%2FQ9CVfESNGH44%2Fjua6YKA%3D%3D&trackingId=IsV1tojOcQfEVvOgy3sBxA%3D%3D&position=4&pageNum=20&trk=public_jobs_jserp-result_search-card
10907,504,wvbTqVwmvR7RfMHIJR7/Yw==,2021-10-25,"KellyMitchell Group, Inc",Database Applications Developer III,"Fulton County, GA",https://www.linkedin.com/jobs/view/database-applications-developer-iii-at-kellymitchell-group-inc-2774100759?refId=y%2FQ9CVfESNGH44%2Fjua6YKA%3D%3D&trackingId=wvbTqVwmvR7RfMHIJR7%2FYw%3D%3D&position=5&pageNum=20&trk=public_jobs_jserp-result_search-card
10910,507,v1nK4a3JJztN28RNCJHnyA==,2021-10-27,Intel Corporation,Software BI Data Base Engineer,"Petaẖ Tiqwa, Central, Israel",https://il.linkedin.com/jobs/view/software-bi-data-base-engineer-at-intel-corporation-2775524891?refId=y%2FQ9CVfESNGH44%2Fjua6YKA%3D%3D&trackingId=v1nK4a3JJztN28RNCJHnyA%3D%3D&position=8&pageNum=20&trk=public_jobs_jserp-result_search-card
10912,509,WtEubg8mygmcyD8Nu/Wbig==,2021-10-01,Bank of America,Sr Data Technology Analyst,"Charlotte, NC",https://www.linkedin.com/jobs/view/sr-data-technology-analyst-at-bank-of-america-2767852027?refId=y%2FQ9CVfESNGH44%2Fjua6YKA%3D%3D&trackingId=WtEubg8mygmcyD8Nu%2FWbig%3D%3D&position=10&pageNum=20&trk=public_jobs_jserp-result_search-card
10914,511,FLhmVS2sc3jiXe9SHwPdUg==,2021-10-26,Ferguson Enterprises,Data Modeler - Remote,"Raleigh, NC",https://www.linkedin.com/jobs/view/data-modeler-remote-at-ferguson-enterprises-2770275116?refId=y%2FQ9CVfESNGH44%2Fjua6YKA%3D%3D&trackingId=FLhmVS2sc3jiXe9SHwPdUg%3D%3D&position=12&pageNum=20&trk=public_jobs_jserp-result_search-card
10915,512,+Nl6qsgsJ2D7/m/68NJyyw==,2021-10-25,UChicago Medicine,Senior ETL Enterprise Programmer,"Darien, IL",https://www.linkedin.com/jobs/view/senior-etl-enterprise-programmer-at-uchicago-medicine-2768906164?refId=y%2FQ9CVfESNGH44%2Fjua6YKA%3D%3D&trackingId=%2BNl6qsgsJ2D7%2Fm%2F68NJyyw%3D%3D&position=13&pageNum=20&trk=public_jobs_jserp-result_search-card
10916,513,ULpmOh+PUMTgBg/HdfR/iw==,2021-10-28,H&M Group,Data Engineer to Commercial Analytics,"Stockholm, Stockholm County, Sweden",https://se.linkedin.com/jobs/view/data-engineer-to-commercial-analytics-at-h-m-group-2776915766?refId=y%2FQ9CVfESNGH44%2Fjua6YKA%3D%3D&trackingId=ULpmOh%2BPUMTgBg%2FHdfR%2Fiw%3D%3D&position=14&pageNum=20&trk=public_jobs_jserp-result_search-card
10917,514,flfyOavDieDIxtm4xiamMQ==,2021-10-13,"Johnson Service Group, Inc.",Sr. SQL Analytics Engineer,Dallas-Fort Worth Metroplex,https://www.linkedin.com/jobs/view/sr-sql-analytics-engineer-at-johnson-service-group-inc-2747798738?refId=y%2FQ9CVfESNGH44%2Fjua6YKA%3D%3D&trackingId=flfyOavDieDIxtm4xiamMQ%3D%3D&position=15&pageNum=20&trk=public_jobs_jserp-result_search-card
10920,517,HwwQ+zfu2AmKoilcOmZWeg==,2021-10-26,Plan Group Inc.,Application & Database Developer,"Vaughan, Ontario, Canada",https://ca.linkedin.com/jobs/view/application-database-developer-at-plan-group-inc-2774135544?refId=y%2FQ9CVfESNGH44%2Fjua6YKA%3D%3D&trackingId=HwwQ%2Bzfu2AmKoilcOmZWeg%3D%3D&position=18&pageNum=20&trk=public_jobs_jserp-result_search-card
10922,519,y0qXdASrO2QzEuSv2a9Owg==,2021-10-19,Molina Healthcare,Reports Developer,United States,https://www.linkedin.com/jobs/view/reports-developer-at-molina-healthcare-2765346419?refId=y%2FQ9CVfESNGH44%2Fjua6YKA%3D%3D&trackingId=y0qXdASrO2QzEuSv2a9Owg%3D%3D&position=20&pageNum=20&trk=public_jobs_jserp-result_search-card
10929,526,fJHZJYPGIPZIQDIVdaeDOg==,2021-10-22,Commonwealth Bank,"Manager, Data Delivery","Sydney, New South Wales, Australia",https://au.linkedin.com/jobs/view/manager-data-delivery-at-commonwealth-bank-2762810291?refId=nzoighkLg2BLm%2Bhnh3pm1Q%3D%3D&trackingId=fJHZJYPGIPZIQDIVdaeDOg%3D%3D&position=2&pageNum=21&trk=public_jobs_jserp-result_search-card
10930,527,8k35P9MgNiTAeZ/+V5oBbA==,2021-10-29,Norwegian Cruise Line Holdings Ltd.,Senior Casino Business Intelligence Developer,Miami-Fort Lauderdale Area,https://www.linkedin.com/jobs/view/senior-casino-business-intelligence-developer-at-norwegian-cruise-line-holdings-ltd-2774242945?refId=nzoighkLg2BLm%2Bhnh3pm1Q%3D%3D&trackingId=8k35P9MgNiTAeZ%2F%2BV5oBbA%3D%3D&position=3&pageNum=21&trk=public_jobs_jserp-result_search-card
10933,530,t6ocH+J5t3iqVQlx7Z/CtA==,2021-10-26,NEX T Engineering,BI ETL Developer,"Lisbon, Portugal",https://pt.linkedin.com/jobs/view/bi-etl-developer-at-nex-t-engineering-2770218022?refId=nzoighkLg2BLm%2Bhnh3pm1Q%3D%3D&trackingId=t6ocH%2BJ5t3iqVQlx7Z%2FCtA%3D%3D&position=6&pageNum=21&trk=public_jobs_jserp-result_search-card
10937,534,O0fCI4KD5OSEf7vur2mxdg==,2021-10-07,E-Solutions,SSIS Lead,"Pasadena, CA",https://www.linkedin.com/jobs/view/ssis-lead-at-e-solutions-2781745217?refId=nzoighkLg2BLm%2Bhnh3pm1Q%3D%3D&trackingId=O0fCI4KD5OSEf7vur2mxdg%3D%3D&position=10&pageNum=21&trk=public_jobs_jserp-result_search-card
10938,535,QiYEvcNVWVnNeDPTKCCq1g==,2021-10-18,Mount Sinai Health System,ETL Developer - Epic Caboodle Data Warehouse,"New York, NY",https://www.linkedin.com/jobs/view/etl-developer-epic-caboodle-data-warehouse-at-mount-sinai-health-system-2764161478?refId=nzoighkLg2BLm%2Bhnh3pm1Q%3D%3D&trackingId=QiYEvcNVWVnNeDPTKCCq1g%3D%3D&position=11&pageNum=21&trk=public_jobs_jserp-result_search-card
10939,536,B+YbIEyEVRxt2pDUPJrJpw==,2021-09-28,Maslow Associates,"BI SQL Developer - SSIS, SSRS. Remote Based",United Kingdom,https://uk.linkedin.com/jobs/view/bi-sql-developer-ssis-ssrs-remote-based-at-maslow-associates-2771311177?refId=nzoighkLg2BLm%2Bhnh3pm1Q%3D%3D&trackingId=B%2BYbIEyEVRxt2pDUPJrJpw%3D%3D&position=12&pageNum=21&trk=public_jobs_jserp-result_search-card
10940,537,o0jhx2NhZE6wdGq8+m7Zpw==,2021-04-06,"DIVERSANT, LLC",SQL (SSIS) Developer,"Chandler, AZ",https://www.linkedin.com/jobs/view/sql-ssis-developer-at-diversant-llc-2487796258?refId=nzoighkLg2BLm%2Bhnh3pm1Q%3D%3D&trackingId=o0jhx2NhZE6wdGq8%2Bm7Zpw%3D%3D&position=13&pageNum=21&trk=public_jobs_jserp-result_search-card
10944,541,l8VbuMNRSIyW/ZPU9vn3uA==,2021-11-01,StarApple,Business Intelligence consultant,"'s-Gravendeel, South Holland, Netherlands",https://nl.linkedin.com/jobs/view/business-intelligence-consultant-at-starapple-2781387404?refId=nzoighkLg2BLm%2Bhnh3pm1Q%3D%3D&trackingId=l8VbuMNRSIyW%2FZPU9vn3uA%3D%3D&position=17&pageNum=21&trk=public_jobs_jserp-result_search-card
10945,542,Z33htMkvtIBDwtxXZFvX8g==,2021-10-25,XAPT,Senior BI Developer,"Budapest, Hungary",https://hu.linkedin.com/jobs/view/senior-bi-developer-at-xapt-2767998410?refId=nzoighkLg2BLm%2Bhnh3pm1Q%3D%3D&trackingId=Z33htMkvtIBDwtxXZFvX8g%3D%3D&position=18&pageNum=21&trk=public_jobs_jserp-result_search-card
10946,543,lJOxW1ka6v3KJ4gG6jAUkA==,2021-09-26,Optum,"SQL Developer - Taguig City, NCR","Taguig, National Capital Region, Philippines",https://ph.linkedin.com/jobs/view/sql-developer-taguig-city-ncr-at-optum-2759500275?refId=nzoighkLg2BLm%2Bhnh3pm1Q%3D%3D&trackingId=lJOxW1ka6v3KJ4gG6jAUkA%3D%3D&position=19&pageNum=21&trk=public_jobs_jserp-result_search-card
10947,544,u+FLYqE8WdPYVyxZwwH16Q==,2021-10-30,"o9 Solutions, Inc.",Integration Consultant,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/integration-consultant-at-o9-solutions-inc-2772149727?refId=nzoighkLg2BLm%2Bhnh3pm1Q%3D%3D&trackingId=u%2BFLYqE8WdPYVyxZwwH16Q%3D%3D&position=20&pageNum=21&trk=public_jobs_jserp-result_search-card
10951,548,sOE1U/+8oiV+n08ttK8VGA==,2021-11-01,PhillipCapital,Senior Analyst Programmer,"Singapore, Singapore",https://sg.linkedin.com/jobs/view/senior-analyst-programmer-at-phillipcapital-2778718373?refId=nzoighkLg2BLm%2Bhnh3pm1Q%3D%3D&trackingId=sOE1U%2F%2B8oiV%2Bn08ttK8VGA%3D%3D&position=24&pageNum=21&trk=public_jobs_jserp-result_search-card
10952,549,ondtpL+jLPTLmqR4UN7SeQ==,2021-10-07,TechDigital Corporation,SSIS developer,"Parsippany, NJ",https://www.linkedin.com/jobs/view/ssis-developer-at-techdigital-corporation-2781743773?refId=aIdnoezt92n40FMM81P79g%3D%3D&trackingId=ondtpL%2BjLPTLmqR4UN7SeQ%3D%3D&position=1&pageNum=22&trk=public_jobs_jserp-result_search-card
10964,561,cOwDi3/8Iq0Gki8JqaMMDw==,2021-10-26,Monash University,Research Data Engineer,"Melbourne, Victoria, Australia",https://au.linkedin.com/jobs/view/research-data-engineer-at-monash-university-2767088869?refId=aIdnoezt92n40FMM81P79g%3D%3D&trackingId=cOwDi3%2F8Iq0Gki8JqaMMDw%3D%3D&position=13&pageNum=22&trk=public_jobs_jserp-result_search-card
10967,564,X4eFPfjpOiWHcPaVsnhakQ==,2021-09-30,T-Mobile,"Sr Engineer, Software (Database)","Snoqualmie, WA",https://www.linkedin.com/jobs/view/sr-engineer-software-database-at-t-mobile-2766741970?refId=aIdnoezt92n40FMM81P79g%3D%3D&trackingId=X4eFPfjpOiWHcPaVsnhakQ%3D%3D&position=16&pageNum=22&trk=public_jobs_jserp-result_search-card
10975,572,gtxBiVJ6FdOSMemFJOqgYQ==,2021-10-07,"RIT Solutions, Inc.",Sr. SQL/SSIS Engineer,"Nashville, TN",https://www.linkedin.com/jobs/view/sr-sql-ssis-engineer-at-rit-solutions-inc-2781703435?refId=aIdnoezt92n40FMM81P79g%3D%3D&trackingId=gtxBiVJ6FdOSMemFJOqgYQ%3D%3D&position=24&pageNum=22&trk=public_jobs_jserp-result_search-card
10976,573,mqlBJr77atuOJs64y5OyjQ==,2021-10-29,Volvo Cars,Data Platform Owner,"Mahwah, NJ",https://www.linkedin.com/jobs/view/data-platform-owner-at-volvo-cars-2778937818?refId=aIdnoezt92n40FMM81P79g%3D%3D&trackingId=mqlBJr77atuOJs64y5OyjQ%3D%3D&position=25&pageNum=22&trk=public_jobs_jserp-result_search-card
10978,575,l9k6P6ENlBwIJukEBFa7tA==,2021-10-07,Willis Towers Watson,Marinemar | Power BI/SSRS/SSAS/SSIS,"Thane, Maharashtra, India",https://in.linkedin.com/jobs/view/marinemar-power-bi-ssrs-ssas-ssis-at-willis-towers-watson-2747884265?refId=MXRy%2FtwrQFilUj7aPN00rQ%3D%3D&trackingId=l9k6P6ENlBwIJukEBFa7tA%3D%3D&position=2&pageNum=23&trk=public_jobs_jserp-result_search-card
10980,577,jHjOIob6+VvrgASnzL5s8w==,2021-10-01,Nigel Frank International,"SQL Data Developer - T - SQL, SSIS","Cambridge, England, United Kingdom",https://uk.linkedin.com/jobs/view/sql-data-developer-t-sql-ssis-at-nigel-frank-international-2774626158?refId=MXRy%2FtwrQFilUj7aPN00rQ%3D%3D&trackingId=jHjOIob6%2BVvrgASnzL5s8w%3D%3D&position=4&pageNum=23&trk=public_jobs_jserp-result_search-card
10982,579,GnI0Cya439RhDCkWtgSjOQ==,2021-10-19,Robot ICT,V2DB SQL developer,"Prague, Czechia",https://cz.linkedin.com/jobs/view/v2db-sql-developer-at-robot-ict-2765488046?refId=MXRy%2FtwrQFilUj7aPN00rQ%3D%3D&trackingId=GnI0Cya439RhDCkWtgSjOQ%3D%3D&position=6&pageNum=23&trk=public_jobs_jserp-result_search-card
10983,580,w/Y6Vj+gK/nGtZUSwxs8aA==,2021-10-26,Dell Technologies,"Advisor, Data Engineering","Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/advisor-data-engineering-at-dell-technologies-2768860429?refId=MXRy%2FtwrQFilUj7aPN00rQ%3D%3D&trackingId=w%2FY6Vj%2BgK%2FnGtZUSwxs8aA%3D%3D&position=7&pageNum=23&trk=public_jobs_jserp-result_search-card
10984,581,p1GIHDHupHv1FeCdmMsW0g==,2021-10-21,"Vision Government Solutions, Inc.",Data Implementation Engineer,"Hudson, MA",https://www.linkedin.com/jobs/view/data-implementation-engineer-at-vision-government-solutions-inc-2767183626?refId=MXRy%2FtwrQFilUj7aPN00rQ%3D%3D&trackingId=p1GIHDHupHv1FeCdmMsW0g%3D%3D&position=8&pageNum=23&trk=public_jobs_jserp-result_search-card
10985,582,E+JXRW5eRgR+xtpNWlMXWA==,2021-10-30,Limelight Software,"Data Analytics Consultant (SSIS, MDX, SQL)","Toronto, Ontario, Canada",https://ca.linkedin.com/jobs/view/data-analytics-consultant-ssis-mdx-sql-at-limelight-software-2779978994?refId=MXRy%2FtwrQFilUj7aPN00rQ%3D%3D&trackingId=E%2BJXRW5eRgR%2BxtpNWlMXWA%3D%3D&position=9&pageNum=23&trk=public_jobs_jserp-result_search-card
10986,583,TnUZkpoXMjKNzH8/OKcozg==,2021-10-21,McKinsey & Company,"Data Analyst - SQL/ETL, Marketing & Sales","Gurgaon, Haryana, India",https://in.linkedin.com/jobs/view/data-analyst-sql-etl-marketing-sales-at-mckinsey-company-2765505154?refId=MXRy%2FtwrQFilUj7aPN00rQ%3D%3D&trackingId=TnUZkpoXMjKNzH8%2FOKcozg%3D%3D&position=10&pageNum=23&trk=public_jobs_jserp-result_search-card
10987,584,3JztEowKmk5c4TqdA4utbA==,2021-10-25,"Kinetic Personnel Group, Inc","Report Analyst (SQL, SSRS, SSIS)","Ontario, CA",https://www.linkedin.com/jobs/view/report-analyst-sql-ssrs-ssis-at-kinetic-personnel-group-inc-2766771591?refId=MXRy%2FtwrQFilUj7aPN00rQ%3D%3D&trackingId=3JztEowKmk5c4TqdA4utbA%3D%3D&position=11&pageNum=23&trk=public_jobs_jserp-result_search-card
10988,585,Q36TWSvJIyJ8mIwqUvmRuA==,2021-09-30,RSI,SSIS Developer - with C# exposure - Remote Opportunities in the US,United States,https://www.linkedin.com/jobs/view/ssis-developer-with-c%23-exposure-remote-opportunities-in-the-us-at-rsi-2772323053?refId=MXRy%2FtwrQFilUj7aPN00rQ%3D%3D&trackingId=Q36TWSvJIyJ8mIwqUvmRuA%3D%3D&position=12&pageNum=23&trk=public_jobs_jserp-result_search-card
10989,586,ASb5Bt46E8gmhPatuHbDCg==,2021-10-27,Experian,REMOTE Database Administrator,"Costa Mesa, CA",https://www.linkedin.com/jobs/view/remote-database-administrator-at-experian-2768818065?refId=MXRy%2FtwrQFilUj7aPN00rQ%3D%3D&trackingId=ASb5Bt46E8gmhPatuHbDCg%3D%3D&position=13&pageNum=23&trk=public_jobs_jserp-result_search-card
10990,587,DrRxIIGP7TcDaTTMAZfKzA==,2021-10-19,Northwestern Mutual,"Senior Director, Core Data Integration","New York, NY",https://www.linkedin.com/jobs/view/senior-director-core-data-integration-at-northwestern-mutual-2765427752?refId=MXRy%2FtwrQFilUj7aPN00rQ%3D%3D&trackingId=DrRxIIGP7TcDaTTMAZfKzA%3D%3D&position=14&pageNum=23&trk=public_jobs_jserp-result_search-card
10992,589,JFFUDkWDzO1zuqEFE57QzQ==,2021-10-28,Franklin Street,Power BI Specialist,Greater Tampa Bay Area,https://www.linkedin.com/jobs/view/power-bi-specialist-at-franklin-street-2773108843?refId=MXRy%2FtwrQFilUj7aPN00rQ%3D%3D&trackingId=JFFUDkWDzO1zuqEFE57QzQ%3D%3D&position=16&pageNum=23&trk=public_jobs_jserp-result_search-card
10993,590,2Jxd3GBtHzJNtf2hZ0qgMQ==,2021-10-22,City of Vancouver,Systems Analyst II,"Vancouver, British Columbia, Canada",https://ca.linkedin.com/jobs/view/systems-analyst-ii-at-city-of-vancouver-2762838244?refId=MXRy%2FtwrQFilUj7aPN00rQ%3D%3D&trackingId=2Jxd3GBtHzJNtf2hZ0qgMQ%3D%3D&position=17&pageNum=23&trk=public_jobs_jserp-result_search-card
10995,592,H4j5kzbkJuUvUeVS2GCMgw==,2021-10-29,EY,EA-ETL -SSIS Developer-Staff,"Chennai, Tamil Nadu, India",https://in.linkedin.com/jobs/view/ea-etl-ssis-developer-staff-at-ey-2742338362?refId=MXRy%2FtwrQFilUj7aPN00rQ%3D%3D&trackingId=H4j5kzbkJuUvUeVS2GCMgw%3D%3D&position=19&pageNum=23&trk=public_jobs_jserp-result_search-card
10996,593,N7ED5GkIGZrohuJkqXEBMQ==,2021-11-01,Team ACE HR,Opening For Ssrs/ssas/ssis Professionals,"Hyderabad, Telangana, India",https://in.linkedin.com/jobs/view/opening-for-ssrs-ssas-ssis-professionals-at-team-ace-hr-2780901858?refId=MXRy%2FtwrQFilUj7aPN00rQ%3D%3D&trackingId=N7ED5GkIGZrohuJkqXEBMQ%3D%3D&position=20&pageNum=23&trk=public_jobs_jserp-result_search-card
10997,594,tRnnZ/e+pwt28N+jw4LH+g==,2021-10-12,Mindtree,SSIS - Software Engineer,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/ssis-software-engineer-at-mindtree-2673555694?refId=MXRy%2FtwrQFilUj7aPN00rQ%3D%3D&trackingId=tRnnZ%2Fe%2Bpwt28N%2Bjw4LH%2Bg%3D%3D&position=21&pageNum=23&trk=public_jobs_jserp-result_search-card
10998,595,k8n4o0Gbh8yBT7aZ7p1URg==,2021-11-01,University of Vermont,Business Intelligence/Data Visualization Specialist,"Burlington, VT",https://www.linkedin.com/jobs/view/business-intelligence-data-visualization-specialist-at-university-of-vermont-2779009171?refId=MXRy%2FtwrQFilUj7aPN00rQ%3D%3D&trackingId=k8n4o0Gbh8yBT7aZ7p1URg%3D%3D&position=22&pageNum=23&trk=public_jobs_jserp-result_search-card
10999,596,XPR8YcluieJpOTrnrP4RnA==,2021-10-27,Landmark Health,Healthcare SQL/SSIS Server Data Developer,"Frankfort, KY",https://www.linkedin.com/jobs/view/healthcare-sql-ssis-server-data-developer-at-landmark-health-2768488765?refId=MXRy%2FtwrQFilUj7aPN00rQ%3D%3D&trackingId=XPR8YcluieJpOTrnrP4RnA%3D%3D&position=23&pageNum=23&trk=public_jobs_jserp-result_search-card
11000,597,/tZQux+aSXNsy5WMG8zSOA==,2021-10-21,The Hershey Company,Database Developer(Amplify Snack Brands),"Austin, TX",https://www.linkedin.com/jobs/view/database-developer-amplify-snack-brands-at-the-hershey-company-2758752103?refId=MXRy%2FtwrQFilUj7aPN00rQ%3D%3D&trackingId=%2FtZQux%2BaSXNsy5WMG8zSOA%3D%3D&position=24&pageNum=23&trk=public_jobs_jserp-result_search-card
11001,598,QpP3OowJNn21gSMfFF/+5Q==,2021-10-12,American Greetings RO,DataWarehouse Developer - Senior,"Bucharest, Romania",https://ro.linkedin.com/jobs/view/datawarehouse-developer-senior-at-american-greetings-ro-2753599090?refId=MXRy%2FtwrQFilUj7aPN00rQ%3D%3D&trackingId=QpP3OowJNn21gSMfFF%2F%2B5Q%3D%3D&position=25&pageNum=23&trk=public_jobs_jserp-result_search-card
11005,602,OGLuck+BbMU+egBO3GAX4A==,2021-10-12,Electrical Safety Authority,ETL/Data Systems Developer,"Mississauga, Ontario, Canada",https://ca.linkedin.com/jobs/view/etl-data-systems-developer-at-electrical-safety-authority-2753409683?refId=CQCk2%2BnVCmSNDbScAqN3lA%3D%3D&trackingId=OGLuck%2BBbMU%2BegBO3GAX4A%3D%3D&position=4&pageNum=24&trk=public_jobs_jserp-result_search-card
11009,606,T4Qestpi/CLEPGXZSSV/DQ==,2021-11-01,Morson Talent,Senior Data & Analytics Developer,"England, United Kingdom",https://uk.linkedin.com/jobs/view/senior-data-analytics-developer-at-morson-talent-2779355600?refId=CQCk2%2BnVCmSNDbScAqN3lA%3D%3D&trackingId=T4Qestpi%2FCLEPGXZSSV%2FDQ%3D%3D&position=8&pageNum=24&trk=public_jobs_jserp-result_search-card
11014,611,nlwKKLeE3IaNVt4CJtWcBw==,2021-10-22,Next Pathway Inc.,SQL / Data Engineer (ETL),"Toronto, Ontario, Canada",https://ca.linkedin.com/jobs/view/sql-data-engineer-etl-at-next-pathway-inc-2769895727?refId=CQCk2%2BnVCmSNDbScAqN3lA%3D%3D&trackingId=nlwKKLeE3IaNVt4CJtWcBw%3D%3D&position=13&pageNum=24&trk=public_jobs_jserp-result_search-card
11016,613,RQ2kNT0SUWDtPnRfwhH0gw==,2021-10-29,Applause,Business Intelligence Data Engineer (m/f/x),"Berlin, Berlin, Germany",https://de.linkedin.com/jobs/view/business-intelligence-data-engineer-m-f-x-at-applause-2774279034?refId=CQCk2%2BnVCmSNDbScAqN3lA%3D%3D&trackingId=RQ2kNT0SUWDtPnRfwhH0gw%3D%3D&position=15&pageNum=24&trk=public_jobs_jserp-result_search-card
